,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
70,0.00012858708699544272,6.565054711679898e-06,0.0,0.0,0.00026366508987303583,5000,l1,lbfgs,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,561
71,0.00011968612670898438,1.215700987241932e-06,0.0,0.0,0.00026366508987303583,5000,l1,newton-cg,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,561
72,0.0008288224538167318,0.0003759252087957999,0.00029087066650390625,3.676133077021083e-05,0.00026366508987303583,5000,l1,liblinear,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l1', 'solver': 'liblinear'}",0.296875,0.2992125984251969,0.2992125984251969,0.29843339895013127,0.0011019544654318027,537
73,0.00014495849609375,1.4962863331810387e-05,0.0,0.0,0.00026366508987303583,5000,l1,sag,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l1', 'solver': 'sag'}",,,,,,561
74,0.0010497570037841797,0.0003950026746839061,0.0003059705098470052,2.4209629818284343e-05,0.00026366508987303583,5000,l1,saga,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l1', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
75,0.0015865166982014973,8.665333744125586e-05,0.0003044605255126953,2.8137433036674365e-05,0.00026366508987303583,5000,l2,lbfgs,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
76,0.0020290215810139975,0.00015341148203727799,0.000314633051554362,5.7318832465323647e-05,0.00026366508987303583,5000,l2,newton-cg,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
77,0.0018693606058756511,0.0008842251871525192,0.0005286534627278646,0.0002782768936143011,0.00026366508987303583,5000,l2,liblinear,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l2', 'solver': 'liblinear'}",0.828125,0.8267716535433071,0.8188976377952756,0.8245980971128608,0.004068522580457976,101
78,0.0010900497436523438,5.929037531339014e-05,0.0003059705098470052,4.4634748527402475e-05,0.00026366508987303583,5000,l2,sag,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l2', 'solver': 'sag'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
79,0.000999768575032552,5.669830197203811e-05,0.0002513726552327474,6.132298063869612e-06,0.00026366508987303583,5000,l2,saga,"{'C': 0.00026366508987303583, 'max_iter': 5000, 'penalty': 'l2', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
80,0.0001513957977294922,2.6883214603099702e-05,0.0,0.0,0.0006951927961775605,100,l1,lbfgs,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,561
81,0.00011873245239257812,3.878731518399693e-06,0.0,0.0,0.0006951927961775605,100,l1,newton-cg,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,561
82,0.0005907217661539713,8.135172039835337e-05,0.00026996930440266925,2.702755001558252e-05,0.0006951927961775605,100,l1,liblinear,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.296875,0.2992125984251969,0.2992125984251969,0.29843339895013127,0.0011019544654318027,537
83,0.00012103716532389323,3.99108871761631e-06,0.0,0.0,0.0006951927961775605,100,l1,sag,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,,,561
84,0.000743707021077474,3.265106437467277e-05,0.0002892017364501953,3.1160861364543866e-05,0.0006951927961775605,100,l1,saga,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l1', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
85,0.001604636510213216,0.00014215950888272824,0.0003000895182291667,1.812643354017354e-05,0.0006951927961775605,100,l2,lbfgs,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
86,0.0019706090291341147,4.861336054216643e-05,0.0005069573720296224,0.0002457393093029952,0.0006951927961775605,100,l2,newton-cg,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
87,0.002009153366088867,0.00024982058010404666,0.0009061495463053385,0.0001381380504052691,0.0006951927961775605,100,l2,liblinear,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.828125,0.8267716535433071,0.8188976377952756,0.8245980971128608,0.004068522580457976,101
88,0.0011083285013834636,6.01701401888085e-05,0.0002853075663248698,1.849277263520749e-05,0.0006951927961775605,100,l2,sag,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
89,0.0009744962056477865,8.396336776133977e-06,0.00025836626688639325,1.2961631163199813e-06,0.0006951927961775605,100,l2,saga,"{'C': 0.0006951927961775605, 'max_iter': 100, 'penalty': 'l2', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
90,0.00014400482177734375,2.273201647582807e-05,0.0,0.0,0.0006951927961775605,1000,l1,lbfgs,"{'C': 0.0006951927961775605, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,561
91,0.00012540817260742188,4.269401556194081e-06,0.0,0.0,0.0006951927961775605,1000,l1,newton-cg,"{'C': 0.0006951927961775605, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,561
92,0.0005867481231689453,6.475950707589345e-05,0.0002715587615966797,2.159586312113139e-05,0.0006951927961775605,1000,l1,liblinear,"{'C': 0.0006951927961775605, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.296875,0.2992125984251969,0.2992125984251969,0.29843339895013127,0.0011019544654318027,537
93,0.00012167294820149739,3.7563013388622515e-06,0.0,0.0,0.0006951927961775605,1000,l1,sag,"{'C': 0.0006951927961775605, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,,,561
94,0.0013209978739420574,0.0004334051219726328,0.0005420049031575521,0.00034591714088283204,0.0006951927961775605,1000,l1,saga,"{'C': 0.0006951927961775605, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
