,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
171,0.0012739181518554687,0.0008017567741960352,0.0006041526794433594,0.00035239411285123873,sqrt,9,13,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 13}",0.7922077922077922,0.8311688311688312,0.7894736842105263,0.7763157894736842,0.7105263157894737,0.7799384825700615,0.03923564055628245,39
172,0.0004257678985595703,3.3920655096267665e-05,0.00024404525756835938,8.165758021181024e-06,sqrt,9,14,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 14}",0.7792207792207793,0.7272727272727273,0.75,0.8026315789473685,0.6842105263157895,0.7486671223513329,0.041133533764791674,205
173,0.0006962299346923828,0.0004825319548214726,0.00047779083251953125,0.0002973594521529871,sqrt,9,15,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 15}",0.7272727272727273,0.7272727272727273,0.7631578947368421,0.6973684210526315,0.8026315789473685,0.7435406698564593,0.03616003186009487,247
174,0.0006603717803955079,0.0002941987269421799,0.0003881931304931641,0.00019883751580106784,sqrt,9,16,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 16}",0.7012987012987013,0.6883116883116883,0.7236842105263158,0.8157894736842105,0.6710526315789473,0.7200273410799727,0.0508702771455868,374
175,0.000423431396484375,1.8127966601858668e-05,0.00023837089538574218,4.990642484495522e-06,sqrt,9,17,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 17}",0.6623376623376623,0.8051948051948052,0.7763157894736842,0.8289473684210527,0.6710526315789473,0.7487696514012303,0.06911074867687057,201
176,0.001230335235595703,0.000370268047947408,0.0008818626403808594,0.0004191006771254131,sqrt,9,18,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 18}",0.7662337662337663,0.7922077922077922,0.7368421052631579,0.7763157894736842,0.6710526315789473,0.7485304169514696,0.042737740856635384,209
177,0.0004134654998779297,2.8958741076171565e-05,0.00024852752685546877,6.090836468443209e-06,sqrt,9,19,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 19}",0.7792207792207793,0.8311688311688312,0.8421052631578947,0.8157894736842105,0.7631578947368421,0.8062884483937116,0.030282174696221468,4
178,0.0004561901092529297,6.403491629856147e-05,0.0002644062042236328,3.287341790332416e-05,sqrt,9,20,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 20}",0.7922077922077922,0.6493506493506493,0.6447368421052632,0.75,0.7631578947368421,0.7198906356801094,0.061044873682121276,380
179,0.0007659435272216797,0.0003822909872690785,0.0006282806396484375,0.00032205249134004127,sqrt,9,30,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 30}",0.6623376623376623,0.8311688311688312,0.7894736842105263,0.8157894736842105,0.6052631578947368,0.7408065618591935,0.09020603985199374,269
180,0.0011422157287597657,0.0005015569301514764,0.0006295204162597656,0.0003061574034842178,sqrt,10,2,"{'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 2}",0.7532467532467533,0.8311688311688312,0.7894736842105263,0.7894736842105263,0.6973684210526315,0.7721462747778538,0.044795222334700645,65
